News#,Title Content, match,Score,Polarity
5939,"PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA",,0,Neutral
5940,"THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM",,0,Neutral
5941,"ITALY'S LA FONDIARIA TO REPORT HIGHER 1986 PROFITS",,0,Neutral
5942,"NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND",issues,-1,Negative
5943,"NICKEL PRICES UNLIKELY TO RISE MUCH - SHEARSON",unlikely,-1,Negative
5944,"HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS",debts, guarantee,0,Neutral
5945,"HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM",,0,Neutral
5946,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
5947,"CINCINNATI BELL &lt;CSN> STARTS AUXTON &lt;AUXT> BID",,0,Neutral
5948,"CALIFORNIA BIOTECH &lt;CBIO> SEES 1ST QTR LOSS",loss,-1,Negative
5949,"PALL CORP &lt;PLL> SETS QUARTERLY DIVIDEND",,0,Neutral
5950,"JAPAN DIVISION OF LABOUR WITH ASIA URGED",,0,Neutral
5951,"BOTSWANA APPEALS FOR DROUGHT AID",drought,-1,Negative
5952,"U.K. GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE",,0,Neutral
5953,"CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN",,0,Neutral
5954,"IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA",attacks, fresh,0,Neutral
5955,"OECD URGES GERMANY TO STEP UP AID",,0,Neutral
5956,"UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL",,0,Neutral
5957,"ASEAN SHOWS MIXED PERFORMANCE IN 1986",,0,Neutral
5958,"CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES",,0,Neutral
5959,"BRITAIN, JAPAN CLASH OVER STOCK MARKET ACCESS",clash,-1,Negative
5960,"CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT",,0,Neutral
5961,"ALLIED SIGNAL &lt;ALD> FIBERS UNIT SETS RESEARCH",,0,Neutral
5962,"VARIAN &lt;VAR> GETS &lt;TOSHIBA CORP> CONTRACT",,0,Neutral
5963,"&lt;ASIX SYSTEMS> GETS MORE FINANCING",,0,Neutral
5964,"CONRAC &lt;CAX> IN MERGER TALKS WITH SEVERAL",,0,Neutral
5965,"TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW",top, debt,0,Neutral
5966,"JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS",,0,Neutral
5967,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",,0,Neutral
5968,"TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN",,0,Neutral
5969,"COMPUTER RESEARCH INC &lt;CORE> 2ND QTR FEB 28 NET",,0,Neutral
5970,"NMR CENTERS &lt;NMRC> STARTS BUILDING IMAGE CENTER",,0,Neutral
5971,"NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW",,0,Neutral
5972,"AUSTRALIAN FOREIGN SHIP BAN ENDS",,0,Neutral
5973,"RUBBERMAID INC 1ST QTR SHR 28 CTS VS 22 CTS",,0,Neutral
5974,"INDEPENDENT CHAIRMAN FOR DUTCH CARGO DISPUTE",dispute,-1,Negative
5975,"ELECTRO RENT CORP &lt;ELRC> 3RD QTR FEB 28 NET",,0,Neutral
5976,"BOEING &lt;BA> UNIT CHOOSES UNDUCTED FAN ENGINE",,0,Neutral
5977,"RUBBERMAID INC &lt;RBD> 1ST QTR NET",,0,Neutral
5978,"WTC INTERNATIONAL INC &lt;WAF> 4TH QTR FEB 28 NET",,0,Neutral
5979,"U.K. MONEY MARKET GIVEN FURTHER 166 MLN STG HELP",,0,Neutral
5980,"MEAD CORP 1ST QTR OPER SHR 1.09 DLRS VS 67 CTS",,0,Neutral
5981,"CANADIAN AIRLINES TO PURCHASE SIX BOEING&lt;BA>JETS",,0,Neutral
5982,"RUBBERMAID &lt;RBD> SEES CONTINUED IMPROVEMENT",improvement,1,Positive
5983,"CAYUGA SAVINGS BANK &lt;CAYB> 1ST QTR NET",savings,1,Positive
5984,"JOHNSTOWN SAVINGS BANK FSB &lt;JSBK> 1ST QTR NET",savings,1,Positive
5985,"HOME SAVINGS AND LOAN ASSOCIATION INC &lt;HSLD>",savings,1,Positive
5986,"GEODYNAMICS CORP &lt;GDYN> 3RD QTR FEB 27 NET",,0,Neutral
5987,"&lt;NORTH STAR URANIUM INC> CHANGES NAME",,0,Neutral
5988,"GREAT LAKES CHEMICAL &lt;GLK> TO BUILD NEW PLANT",great,1,Positive
5989,"SWEDISH UNEMPLOYMENT STEADY IN MARCH",steady,1,Positive
5990,"COMPAQ &lt;CPQ> EXPECTS HIGHER FIRST QUARTER NET",,0,Neutral
5991,"CHRISTIAN DEMOCRAT MINISTERS RESIGN",,0,Neutral
5992,"M/A-COM &lt;MAI> ENDS CHIEF OPERATING OFFICER POST",,0,Neutral
5993,"I.U. INTERNATIONAL &lt;IU> TO SELL INSURANCE UNITS",,0,Neutral
5994,"COLOROCS &lt;CLRX> EXTENDS WARRANT EXERCISE PERIOD",,0,Neutral
5995,"MASON BEST FORMS ENERGY HOLDING COMPANY",best,1,Positive
5996,"CXR TELCOM CORP &lt;CXRL> 3RD QTR MARCH 31 NET",,0,Neutral
5997,"PROXMIRE OUTLINES INSIDER TRADING LEGISLATION",,0,Neutral
5998,"HELEN OF TROY CORP &lt;HELE> 4TH QTR FEB 28 NET",,0,Neutral
5999,"BANKERS TRUST &lt;BT> PUTS BRAZIL ON NON-ACCRUAL",trust,1,Positive
6000,"&lt;FIRST MERCANTILE CURRENCY FUND INC> 1ST QTR NET",,0,Neutral
6001,"UK INTERVENTION BD SAYS EC SOLD 118,350 TONNES WHITE SUGAR AT REBATE 46.496 ECUS.",,0,Neutral
6002,"STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD",,0,Neutral
6003,"U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES",,0,Neutral
6004,"FORD EXTENDS INCENTIVE PROGRAM ON LIGHT TRUCKS TO APRIL 30 FROM APRIL SIX",,0,Neutral
6005,"NORANDA TO SELL 150 MLN DLRS IN DEBENTURES",,0,Neutral
6006,"BACHE SECURITIES CANADA BUYS TORONTO EXCHANGE SEAT FOR 301,000 DLRS",,0,Neutral
6007,"MAFINA BOND WITH WARRANTS SET AT 250 MLN SFR",,0,Neutral
6008,"MEAD &lt;MEA> EXPECTS IMPROVED EARNINGS THIS YEAR",improved,1,Positive
6009,"ENDOTRONICS SEEKS TO ESTABLISH 2ND QTR RESERVE",,0,Neutral
6010,"AMERTEK INC &lt;ATEKF> 1ST QTR NET",,0,Neutral
6011,"COMSTOCK GROUP &lt;CSTK> SELLS PREFERRED STOCK",,0,Neutral
6012,"QVC NETWORK &lt;QVCN> CLARIFIES AGREEMENT",agreement,1,Positive
6013,"ALEX BROWN INC &lt;ABSB> 1ST QTR MARCH 27 NET",,0,Neutral
6014,"EQUITABLE RESOURCES &lt;EQT> FILES UNIT OFFERING",equitable,1,Positive
6015,"TOWN AND COUNTRY JEWELRY MANUFACTURING &lt;TCJC>",,0,Neutral
6016,"JOHANNESBURG GOLD SHARES CLOSE MIXED TO FIRMER",gold, firmer,2,Positive
6017,"FEEDER CATTLE FUTURES SET NEW HIGHS, TURN MIXED",,0,Neutral
6018,"CBT CORN SPREADS",,0,Neutral
6019,"TEXAS PANHANDLE/W OKLA FEEDLOT ROUNDUP - USDA",,0,Neutral
6020,"MIDWEST GRAIN FUTURES 11:00 EDT",,0,Neutral
6021,"VOLCKER PUSHES SPENDING CUTS OVER TRADE BILL",,0,Neutral
6022,"MIDWEST GRAIN FUTURES 11:01 EDT",,0,Neutral
6023,"CBT SOYBEAN SPREADS",,0,Neutral
6024,"SIOUX FALLS CATTLE UP 0.50 DLR - USDA",falls,-1,Negative
6025,"CBT SOYBEAN OIL SPREADS",,0,Neutral
6026,"FLASH SIOUX FALLS HOGS UP 1.75 DLR - USDA",falls, hogs,-2,Negative
6027,"CBT SOYBEAN MEAL SPREADS",,0,Neutral
6028,"AMERICAN SPORTS ADVISORS &lt;PIKS> TO LIQUIDATE",,0,Neutral
6029,"N.Y. COFFEE FUTURES SLIGHTLY HIGHER, THIN EARLY",,0,Neutral
6030,"THATCHER FIRM AS PRESSURE MOUNTS FOR ELECTIONS",,0,Neutral
6031,"PORTUGUESE AIRLINE CONFIRMS AIRBUS A310 ORDER",,0,Neutral
6032,"FLASH ST PAUL HOGS UP 1.00/2.00 DLRS - USDA",hogs,-1,Negative
6033,"VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT",restrictive, hurt,-2,Negative
6034,"WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING",tumble,-1,Negative
6035,"GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH",gold,1,Positive
6036,"SWEDEN'S ERICSSON WINS U.S. ORDER",wins,1,Positive
6037,"FLASH OMAHA HOGS UP 1.00 DLR - USDA",hogs,-1,Negative
6038,"CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS",firmer,1,Positive
6039,"DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT",,0,Neutral
6040,"LIVE HOG FUTURES HIGHER EARLY",,0,Neutral
6041,"MIDWEST GRAIN FUTURES 11:10 EDT",,0,Neutral
6042,"HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS",,0,Neutral
6043,"PORK BELLY FUTURES START HIGHER, THEN EASE",ease,1,Positive
6044,"MISSOURI DIRECT HOGS UP 1.00-1.50 DLR - USDA",hogs,-1,Negative
6045,"VOLCKER SEES TIGHT POLICY HURTING INVESTMENT",hurting,-1,Negative
6046,"REUTERS &lt;RtrSY> UNIT COMPLETES TRADING SYSTEM",,0,Neutral
6047,"LONDON LIFFE D.MARK CLOSE 1614 - APR 7",,0,Neutral
6048,"LONDON LIFFE S.FRANC CLOSE 1616 - APR 7",,0,Neutral
6049,"CBT SOYBEAN FUTURES OPEN SLIGHTLY FIRMER",firmer,1,Positive
6050,"DOLLAR REMAINS IN NARROW RANGE IN QUIET ZURICH",quiet,1,Positive
6051,"ST LOUIS CATTLE STEADY/UP 0.50 DLR - USDA",steady,1,Positive
6052,"LIFFE, AFTER RECORD VOLUMES, SEES MORE GROWTH",,0,Neutral
6053,"NEW BEDFORD INSTITUTION FOR SAVINGS &lt;NBBS> YEAR",savings,1,Positive
6054,"HONEYWELL BULL UNVEILS FIVE NEW COMPUTERS",,0,Neutral
6055,"OXFORD ENERGY CO &lt;OEN> TO BUILD ENRGY PLANT",,0,Neutral
6056,"POLYDEX &lt;POLXF> ANTI-WRINKLE INGREDIENT PATENTED",wrinkle,-1,Negative
6057,"DIGITAL TRANSMISSION &lt;DTINU> OFFERS UNITS",,0,Neutral
6058,"CBT SOYPRODUCT FUTURES HIGHER IN EARLY TRADE",,0,Neutral
6059,"PRESIDENTIAL AIR &lt;PAIR> IN SALE/LEASEBACK",,0,Neutral
6060,"MIDWEST GRAIN FUTURES 11:20 EDT",,0,Neutral
6061,"HIGHWOOD &lt;HIWDF> COMMENTS ON SHARE PRICE RISE",,0,Neutral
6062,"SPOT TIN SLIGHTLY LOWER ON EUROPEAN FREE MARKET",free,1,Positive
6063,"FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES",,0,Neutral
6064,"GENERAL ELECTRIC&lt;GE>-POWERED HELICOPTER UNVEILED",,0,Neutral
6065,"REUTER UNIT COMPLETES MERRILL LYNCH TRADING SYSTEM",,0,Neutral
6066,"AFRICAN DEVELOPMENT BANK LOANS ROSE 42 PCT IN 1986",,0,Neutral
6067,"OMAHA CATTLE UP 0.50 DLR - USDA",,0,Neutral
6068,"MELRIDGE &lt;BULB> UNIT IN REAL ESTATE AGREEMENT",agreement,1,Positive
6069,"PHOTRONICS CORP &lt;PHOT> YEAR FEB 28 NET",,0,Neutral
6070,"MIDWAY AIRLINES &lt;MDWY> MARCH LOAD FACTOR FALLS",falls,-1,Negative
6071,"OCEAN BIO-CHEM INC &lt;OBCI> YEAR NET",,0,Neutral
6072,"LOWE'S &lt;LOW> TO SELL DURAKON &lt;DRKN> LINER",,0,Neutral
6073,"FEDERAL RESOURCES &lt;FDRC> NAMES NEW PRESIDENT",,0,Neutral
6074,"WALKER TELECOMMUNICATIONS &lt;WTEL> GETS CONTRACT",,0,Neutral
6075,"AIDC ISSUES AUSTRALIAN DOLLAR ZERO COUPON EUROBOND",issues,-1,Negative
6076,"TELE-COMMUNICATIONS &lt;TCOMA> SELLS CABLE SYSTEMS",,0,Neutral
6077,"SWEDISH FINANCE FIRMS SEEN HIT BY DEREGULATION",,0,Neutral
6078,"WALL STREET STOCKS HIGHER IN LATE MORNING",,0,Neutral
6079,"ENVIRONMENTAL POWER CORP &lt;POWR> YEAR NET",,0,Neutral
6080,"SWEDISH INDUSTRY SEES HIGHER 1987 PRODUCTION",,0,Neutral
6081,"U.S. ENERGY FUTURES STEADY BUT QUIET",quiet, steady,2,Positive
6082,"GERMAN LONG-TERM CAPITAL INFLOW SLUMPS IN FEBRUARY",,0,Neutral
6083,"BRITISH TELECOM, NTT SIGN COOPERATION AGREEMENT",agreement,1,Positive
6084,"SIOUX CITY CATTLE UP 0.50/1.00 DLR - USDA",,0,Neutral
6085,"N.Y. COTTON FUTURES STEADY IN EARLY TRADING",steady,1,Positive
6086,"SIOUX CITY HOGS STEADY/UP 1.25 DLR - USDA",hogs, steady,0,Neutral
6087,"MIDWEST GRAIN FUTURES 11:31 EDT",,0,Neutral
6088,"EC SOURCES SAY UK WHEAT PLAN YET TO BE APPROVED",,0,Neutral
6089,"BROKERAGE FIRM UPS STAKE IN ALLEGHENY &lt;AG>",,0,Neutral
6090,"U.K. GRAIN FUTURES CLOSE STEADY TO FIRMER",firmer, steady,2,Positive
6091,"KANSAS CITY SHIPMENTS AND RECEIPTS",,0,Neutral
6092,"STONE &lt;STO> FILES FOR SECONDARY OFFERING",,0,Neutral
6093,"LME METAL PM 2ND RING VOLUMES/PAIDS - APR 7",,0,Neutral
6094,"SPOT LARD, TALLOW, GREASE STEADY",steady,1,Positive
6095,"BOEING PROPOSES WESTLAND DEAL",,0,Neutral
6096,"ENVIRONMENTAL POWER &lt;POWR> GETS CONTRACTS",,0,Neutral
6097,"LONE STAR &lt;LCE> SEES FLAT U.S. CEMENT DEMAND",lone,-1,Negative
6098,"U.S. ALUMINUM STOCKS HIGHER IN DECEMBER - ABMS",,0,Neutral
6099,"MALTA TENDERS FOR WHITE SUGAR TODAY - TRADE",,0,Neutral
6100,"CALTON &lt;CN> OFFERING DECLARED EFFECTIVE",effective,1,Positive
6101,"CHILI'S &lt;CHLI> FILES FOR CONVERTIBLE DEBENTURES",,0,Neutral
6102,"GOTTHARD BANK SELLS WARRANTS INTO DAINIPPON INK",,0,Neutral
6103,"FED SETS TWO-DAY SYSTEM REPURCHASES, FED SAYS",,0,Neutral
6104,"ALIAS RESEARCH IN CAPITAL JOINT VENTURE",,0,Neutral
6105,"EMERY AIR &lt;EAF> MARCH SHIPMENTS RISE",,0,Neutral
6106,"CORROON AND BLACK &lt;CBL> COMPLETE ACQUISITION",,0,Neutral
6107,"COLONIAL &lt;CLBGA> TO ACQUIRE PENSACOLA BANK",,0,Neutral
6108,"KANSAS CITY WHEAT MARGINALLY FIRMER AT MIDDAY",firmer, marginally,0,Neutral
6109,"MIDWEST GRAIN FUTURES 11:40 EDT",,0,Neutral
6110,"ST JOSEPH HOGS UP 1.00/1.50 DLR - USDA",hogs,-1,Negative
6111,"Ia-So Minn direct hogs estimated rcpts 80,000 vs actual week ago 85,000 and actual year ago 72,000.",hogs,-1,Negative
6112,"OHIO DIRECT HOGS UP 1.00 DLR - USDA",hogs,-1,Negative
6113,"ONTARIO TREASURY BILL YIELD RISES",,0,Neutral
6114,"UNIVERSITY &lt;UPT> REPORTS MARCH LENS SALE",,0,Neutral
6115,"SUPER RITE FOODS INC &lt;SRFI> SETS QTRLY PAYOUT",super,1,Positive
6116,"KANSAS CITY HOGS UP 1.50 DLR - USDA",hogs,-1,Negative
6117,"MILTON ROY CO &lt;MRC> SETS QUARTERLY",,0,Neutral
6118,"JOLIET HOGS UP 1.00 DLR - USDA",hogs,-1,Negative
6119,"INDIANA DIRECT HOGS UP 1.00/1.50 DLR - USDA",hogs,-1,Negative
6120,"DELTA AIR &lt;DAL> TO EXPAND PASSENGER TERMINAL",,0,Neutral
6121,"DOLLAR STEADY IN LATE PARIS TRADING",steady,1,Positive
6122,"GOLDSIL AND GOLDEN RULE AGREE TO MERGE",golden,1,Positive
6123,"FED SETS TWO-DAY SYSTEM REPURCHASES",,0,Neutral
6124,"COLONIAL BANCGROUP INC &lt;CLBGA> 1ST QTR NET",,0,Neutral
6125,"Dresdner to propose 1986 dividend 10 marks vs same, one-for-18 bonus share issue",issue, bonus,0,Neutral
6126,"LONDON OILS/SEEDS CLOSE QUIETLY MIXED",,0,Neutral
6127,"WALL STREET STOCKS/AUTOMAKERS",,0,Neutral
6128,"ST PAUL CATTLE UP 1.00/1.50 DLR - USDA",,0,Neutral
6129,"ST PAUL HOGS UP 1.00/2.00 DLRS - USDA",hogs,-1,Negative
6130,"EUROPEAN SOY/FEED AFTERNOON GENERALLY ACTIVE",,0,Neutral
6131,"CASH SOYMEAL BASIS STEADY IN INCREASED TRADE",steady,1,Positive
6132,"MIDWEST GRAIN FUTURES 11:50 EDT",,0,Neutral
6133,"BROWNING-FERRIS &lt;BFI> UNIT SEEKS WASTE PERMIT",waste,-1,Negative
6134,"LONDON SOYMEAL FUTURES CLOSE QUIETLY MIXED",,0,Neutral
6135,"WHITE HOUSE SAYS A.I.D. CHIEF PETER MCPHERSON TO BE DEPUTY TREASURY SECRETARY",,0,Neutral
6136,"JAPAN CUTS CHIP SUPPLY, MAY PRODUCE SHORTAGE",shortage,-1,Negative
6137,"SENIOR TREASURY AIDE SAYS PARIS PACT TO BE REVIEWED, U.S. THINKS IT SUCCESSFUL",successful,1,Positive
6138,"INVESTORS RAISE STAKE IN PUROLATOR &lt;PCC>",,0,Neutral
6139,"SENIOR U.S. AIDE SAYS NO CONSENSUS YET ON PARIS CLUB RELIEF FOR POOREST NATIONS",poorest, relief,0,Neutral
6140,"LONDON COCOA GRADINGS/TENDERS - APR 7",,0,Neutral
6141,"LONDON COFFEE GRADINGS/TENDERS AFTERNOON - APR 7",,0,Neutral
6142,"DUTCH MONEY MARKET DEBT RISES IN WEEK",debt,-1,Negative
6143,"INTERNATIONAL BOND HIGHLIGHTS - APRIL 7",,0,Neutral
6144,"SENATE FARM LEADER URGES HELP FOR RURAL AMERICA",,0,Neutral
6145,"KUWAIT ASKS TO USE FOREIGN FLAG TANKERS, U.S SAYS",,0,Neutral
6146,"U.S. GRAIN CERTS SAVE 50-100 MLN DLRS - AMSTUTZ",,0,Neutral
6147,"GM &lt;GM> SHIFTS LATIN AMERICAN, ASIA OFFICERS",,0,Neutral
6148,"VOLCKER SAYS FED POLICY NOT RESPONSIBLE FOR PRIME RATE RISE",,0,Neutral
6149,"LONDON EURODOLLAR DEPOSITS CLOSE QUIETLY STEADY",steady,1,Positive
6150,"U.S. URGES SURPLUS NATIONS TO BOOST GROWTH",boost,1,Positive
6151,"REUTER COMMODITIES NEWS HIGHLIGHTS 1600 GMT - APRIL 7",,0,Neutral
6152,"MIDWEST GRAIN FUTURES 12:00 EDT",,0,Neutral
6153,"CBT CORN SPREADS",,0,Neutral
6154,"MIDWEST GRAIN FUTURES 12:01 EDT",,0,Neutral
6155,"CBT SOYBEAN SPREADS",,0,Neutral
6156,"CBT SOYBEAN OIL SPREADS",,0,Neutral
6157,"LONDON GOLD CLOSES OFF LOWS",gold,1,Positive
6158,"CBT CORN FUTURES HOLD GAINS AT MIDSESSION",gains,1,Positive
6159,"CBT SOYBEAN MEAL SPREADS",,0,Neutral
6160,"CASH PORK CALLED MIXED, BEEF HIGHER",,0,Neutral
6161,"GANDALF &lt;GANDF>, BRITISH TELECOM IN AGREEMENT",agreement,1,Positive
6162,"MANHATTAN NATIONAL &lt;MLC> NAMES NEW CHAIRMAN",,0,Neutral
6163,"ACME PRECISION &lt;ACL> SETS HOLDER VOTE ON BUYOUT",,0,Neutral
6164,"UAL &lt;UAL> AIRLINE PILOTS HOLDING NATIONAL MEETING",,0,Neutral
6165,"NATIONAL GYPSUM DEBT UPGRADED BY MOODY'S",upgraded, moody, debt,-1,Negative
6166,"NYNEX &lt;NYN> TO HIRE TEMPORARY WORK FORCE",work,1,Positive
6167,"ERICSSON &lt;ERICY> GETS U S WEST &lt;USW> ORDER",,0,Neutral
6168,"MINNEAPOLIS SPRING WHEAT MOSTLY UP AT MIDDAY",,0,Neutral
6169,"MIDWEST GRAIN FUTURES 12:10 EDT",,0,Neutral
6170,"VOLCKER SAYS FED POLICY NOT LINKED TO RATE RISE",,0,Neutral
6171,"MIDDAY WINNIPEG OILSEEDS HIGHER",,0,Neutral
6172,"SCRAP COPPER QUOTED AT NOMINAL 51.50 CENTS",scrap,-1,Negative
6173,"LONDON COMMODITY EXCHANGE VOLUME STEADY - ICCH",steady,1,Positive
6174,"BANK OF ENGLAND EFFECTIVE INDEX SHOWS DOLLAR AT 101.6",effective,1,Positive
6175,"INTERNATIONAL CREDIT HIGHLIGHTS - APRIL 7",,0,Neutral
6176,"CANADA STOCKS HIGHER AT MIDSESSION",,0,Neutral
6177,"AEGON ISSUES 200 MLN GUILDER BONDS WITH WARRANTS",issues,-1,Negative
6178,"OMAHA HOGS UP 1.00 DLR - USDA",hogs,-1,Negative
6179,"WEIS MARKETS &lt;WMK> IN THREE FOR TWO STOCK SPLIT",split,-1,Negative
6180,"RAYTHEON &lt;RTN> RECEIVES 37.5 MLN DLR CONTRACT",,0,Neutral
6181,"LORIMAR &lt;LT> GETS OUTBOARD MARINE &lt;OMC> PACT",,0,Neutral
6182,"MCCORMICK CAPITAL &lt;MKOR> 1986 YEAR NET",,0,Neutral
6183,"N.Y. FCOJ FUTURES SURGE, OFF HIGHS MIDDAY",,0,Neutral
6184,"LONDON SUGAR RALLIES FROM LOWS BY LATE AFTERNOON",,0,Neutral
6185,"PLEXUS &lt;PLUSF> SETS EQUITY FINANCING",,0,Neutral
6186,"LIVE CATTLE FUTURES MIXED AT MIDSESSION",,0,Neutral
6187,"U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES",poorest, relief,0,Neutral
6188,"LOUISVILLE FEEDERS STEADY/UP 1.00 DLR - USDA",steady,1,Positive
6189,"U.S. MINT SEEKING OFFERS ON COPPER, NICKEL",,0,Neutral
6190,"FAMILY HEALTH SYSTEMS &lt;FHSY> TO MAKE PURCHASE",,0,Neutral
6191,"EC SUGAR IMPORT LEVIES",,0,Neutral
6192,"OLD FASHION FOODS INC &lt;OFFI> 3RD QTR FEB 28 NET",,0,Neutral
6193,"CBT WHEAT FUTURES EASE TO MIXED BY MIDSESSION",ease,1,Positive
6194,"LME COPPER CLOSES AFTER RETREAT FROM EARLIER HIGHS",retreat,-1,Negative
6195,"MOTOROLA &lt;MOT> SELECTS SYSTEM COMPILERS",,0,Neutral
6196,"MIDWEST GRAIN FUTURES 12:20 EDT",,0,Neutral
6197,"MIDSESSION FEEDER CATTLE FUTURES MIXED",,0,Neutral
6198,"CONSOLIDATED-BATHURST SEES BETTER MARKET",better,1,Positive
6199,"LONDON COFFEE CLOSES FIRMER IN DULL TRADING",firmer, dull,0,Neutral
6200,"LONDON EXCHANGES - SDR CALCULATION",,0,Neutral
6201,"MORE U.S. GRAIN CERTIFICATES NEEDED, STUDY SAYS",,0,Neutral
6202,"CUMMINS ENGINE &lt;CUM> SEES IMPROVED EARNINGS",improved,1,Positive
6203,"NORTH-WEST TELECOM &lt;NOWT> MAKES ACQUISITION",,0,Neutral
6204,"MILTON ROY CO &lt;MRC> SETS REGULAR DIVIDEND",,0,Neutral
6205,"LIVE HOG FUTURES UP FURTHER AT MIDSESSION",,0,Neutral
6206,"LONDON GASOIL CALL COMPLETE 1723 - APR 7",,0,Neutral
6207,"bBANK OF CANADA DOLLAR STERLING RATES",,0,Neutral
6208,"OKLAHOMA CITY FEEDERS STEADY - USDA",steady,1,Positive
6209,"OHIO MATTRESS CO &lt;OMT> 1ST QTR FEB 28 NET",,0,Neutral
6210,"MOODY'S MAY UPGRADE PUBLIC SERVICE INDIANA'S 1.1 BILLION DLRS OF DEBT",moody, debt,-2,Negative
6211,"WORLD SUGAR FUTURES PARE LOSSES BY MIDSESSION",losses,-1,Negative
6212,"ITALIAN BANK DEPOSIT GUARANTEE FUND APPROVED",guarantee,1,Positive
6213,"COMPUTER NETWORK&lt;CMNT> MAKES SIX INSTALLATIONS",,0,Neutral
6214,"LME NICKEL CLOSE SLIPS TO DAY'S LOW",,0,Neutral
6215,"CBT SOYBEAN FUTURES MOSTLY HIGHER AT MIDSESSION",,0,Neutral
6216,"YUGOSLAVIA DISCUSSES COMMERCIAL DEBT REFINANCING",debt,-1,Negative
6217,"LME LEAD CLOSES FIRMER",firmer, lead,2,Positive
6218,"LONDON SUGAR NO.6 AT 1730 - APR 7",,0,Neutral
6219,"BOESKY AIDE DAVIDOFF CONSENTS TO SEC PENALTIES; AGREES TO HELP INVESTIGATION",,0,Neutral
6220,"USSR CROP WEATHER SUMMARY -- USDA/NOAA",,0,Neutral
6221,"DOLLAR SLIGHTLY LOWER AT NEW YORK MIDSESSION",,0,Neutral
6222,"LONDON COCOA CLOSES NARROWLY MIXED",,0,Neutral
6223,"SIOUX FALLS HOGS UP 1.50/1.75 DLR - USDA",falls, hogs,-2,Negative
6224,"MIDWEST GRAIN FUTURES 12:30 EDT",,0,Neutral
6225,"U.S. HOUSE LEADER THINKS TAX HIKE WILL PASS",,0,Neutral
6226,"WALL STREET STOCKS HIGHER AT MIDSESSION",,0,Neutral
6227,"U.S. WEATHER/COTTON SUMMARY -- USDA/NOAA",,0,Neutral
6228,"COMEX SILVER FUTURES HOLD GAINS AT MIDDAY",gains,1,Positive
6229,"PORK BELLY FUTURES HIGHER AT MIDSESSION",,0,Neutral
6230,"DOLLAR STEADY IN EUROPE AHEAD OF WASHINGTON TALKS",steady,1,Positive
6231,"U.S. GOLD FUTURES HOLD PARED GAINS AT MIDSESSION",gold, gains,2,Positive
6232,"DALTEX &lt;DLTX> ASSIGNED PATENT FOR SKIN THERAPY",,0,Neutral
6233,"GRAIN SHIPS WAITING AT NEW ORLEANS",,0,Neutral
6234,"CBT SOYPRODUCT FUTURES HIGHER AT MIDSESSION",,0,Neutral
6235,"CASH WHOLESALE BEEF PRICES",,0,Neutral
6236,"LME ZINC CLOSES STEADY AT LOWER LEVELS",steady,1,Positive
6237,"U.S. SAYS NO PACT ON RELIEF FOR POOREST STATES",poorest, relief,0,Neutral
6238,"BIFFEX FALLS FURTHER BY CLOSE",falls,-1,Negative
6239,"MIDWEST GRAIN FUTURES 12:40 EDT",,0,Neutral
6240,"WEST FARGO CATTLE UP 2.00 DLRS - USDA",,0,Neutral
6241,"CASH WHOLESALE PORK PRICES",,0,Neutral
6242,"CASH GRAIN SORGHUM PRICES",,0,Neutral
6243,"COCOA/COFFEE/SUGAR TRADE NEWS/MARKET COMMENT",,0,Neutral
6244,"N.Y. PLATINUM FUTURES HIGHER AT MIDSESSION",,0,Neutral
6245,"BOESKY AIDE AGREES TO STOCK TRADING PENALTIES",,0,Neutral
6246,"GENERAL PARTNERS IS TERMINATING OFFER FOR GENCORP INC",,0,Neutral
